GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G000970 PE=4 SV=1
GO:0005681	SKIP_SNW domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G00990 PE=3 SV=1
GO:0005634	Dehydration-responsive element-binding protein 3-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold332G00480 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G002000 PE=4 SV=1
GO:1990904	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G002010 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G002530 PE=3 SV=1
GO:0005737	Lactoylglutathione lyase OS=Cucumis sativus OX=3659 GN=Csa_2G002540 PE=3 SV=1
GO:0005737	Glyoxalase I OS=Cucumis melo OX=3656 GN=LOC103497944 PE=3 SV=1
GO:0005634	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G002550 PE=3 SV=1
GO:0003700	SPOROCYTELESS-like EAR-containing protein 1 OS=Cucumis sativus OX=3659 GN=SPEAR1 PE=2 SV=1
GO:0003676	MTS domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G003070 PE=4 SV=1
GO:0005856	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G003580 PE=3 SV=1
GO:0005634	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G003590 PE=3 SV=1
GO:0005634	CRC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G003600 PE=3 SV=1
GO:0005777	3-hydroxyacyl-CoA dehydrogenase OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold332G00340 PE=3 SV=1
GO:0005739	Protein NUCLEAR FUSION DEFECTIVE 6 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold332G00330 PE=4 SV=1
GO:0005886	PRONE domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G004130 PE=4 SV=1
GO:0005794	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G004150 PE=4 SV=1
GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G004160 PE=3 SV=1
GO:0005886	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G004170 PE=4 SV=1
GO:0005634	Transcription repressor OS=Cucumis sativus OX=3659 GN=Csa_2G004680 PE=4 SV=1
GO:0005634	HSF_DOMAIN domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G004690 PE=3 SV=1
GO:0043231	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G004700 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G004710 PE=4 SV=1
GO:0005634	HTH cro/C1-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G004720 PE=4 SV=1
GO:0032301	DNA mismatch repair protein OS=Cucumis sativus OX=3659 GN=Csa_2G004730 PE=3 SV=1
GO:0005829	SEC7 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G004740 PE=4 SV=1
GO:0071555	LRRNT_2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G004760 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G005270 PE=3 SV=1
GO:0005737	Arf-GAP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G005280 PE=4 SV=1
GO:0046872	Copper-binding family protein OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold41G001300 PE=4 SV=1
GO:0005829	3-hydroxyisobutyryl-CoA hydrolase-like protein 3, mitochondrial isoform X2 OS=Cucumis melo OX=3656 GN=LOC103497637 PE=3 SV=1
GO:0046872	DIOX_N domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G005330 PE=4 SV=1
GO:0005634	tRNA (guanine(37)-N1)-methyltransferase OS=Cucumis sativus OX=3659 GN=Csa_2G005350 PE=3 SV=1
GO:0005886	(1-
GO:0009507	Acyl-
GO:0000159	Serine/threonine protein phosphatase 2A regulatory subunit OS=Cucumis sativus OX=3659 GN=Csa_2G005870 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G005890 PE=3 SV=1
GO:0016020	Protein kinase OS=Cucumis sativus OX=3659 GN=Csa_2G005900 PE=4 SV=1
GO:0003677	HTH myb-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G005920 PE=4 SV=1
GO:0016607	RRM domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G005930 PE=4 SV=1
GO:0005794	TPT domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G005950 PE=4 SV=1
GO:0009507	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006000 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006030 PE=3 SV=1
GO:0005634	ENT domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G006040 PE=4 SV=1
GO:0005777	NAD(+) diphosphatase OS=Cucumis sativus OX=3659 GN=Csa_2G006060 PE=4 SV=1
GO:0003677	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006070 PE=4 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006080 PE=4 SV=1
GO:0016020	Early nodulin 93 protein OS=Cucumis sativus OX=3659 GN=Csa_2G006090 PE=4 SV=1
GO:0005634	Protein kinase PINOID 2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold285G00110 PE=4 SV=1
GO:0016020	Methyltransf_21 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G006220 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006230 PE=4 SV=1
GO:0009570	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006240 PE=4 SV=1
GO:0005634	SPX domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G006260 PE=4 SV=1
GO:0019005	Grr1 OS=Cucumis sativus OX=3659 GN=Csa_2G006790 PE=4 SV=1
GO:0005634	Axial regulator YABBY 5 OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold329G00020 PE=3 SV=1
GO:0005634	Methyl-CpG-binding domain-containing protein 11-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold285G00350 PE=4 SV=1
GO:0010206	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006840 PE=4 SV=1
GO:0005886	(1-
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006860 PE=4 SV=1
GO:0005886	Phytocyanin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G006870 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G006880 PE=4 SV=1
GO:0005886	Phytocyanin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G006890 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G007390 PE=4 SV=1
GO:0000812	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G007400 PE=3 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G007410 PE=4 SV=1
GO:0006355	topless-related protein 4-like isoform X2 OS=Cucumis melo OX=3656 GN=LOC103496740 PE=4 SV=1
GO:0005769	Rab-GAP TBC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G007450 PE=4 SV=1
GO:0005794	TPT domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G007950 PE=4 SV=1
GO:0005886	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G007960 PE=3 SV=1
GO:0043130	CUE domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G007970 PE=4 SV=1
GO:0005634	BED-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G008020 PE=4 SV=1
GO:0009705	Chloride channel g OS=Cucumis sativus OX=3659 GN=ClCg PE=2 SV=1
GO:0000428	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G008060 PE=3 SV=1
GO:0005737	Ubiquitin carboxyl-terminal hydrolase OS=Cucumis sativus OX=3659 GN=Csa_2G008080 PE=3 SV=1
GO:0005737	Actin-related protein 2/3 complex subunit 3 OS=Cucumis sativus OX=3659 GN=Csa_2G008100 PE=3 SV=1
GO:0005737	Monogalactosyldiacylglycerol synthase OS=Cucumis sativus OX=3659 GN=Csa_2G008110 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G008130 PE=4 SV=1
GO:0016020	MFS domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G008140 PE=4 SV=1
GO:0009505	LOW QUALITY PROTEIN: heparanase-like protein 3 OS=Cucumis melo OX=3656 GN=LOC103496979 PE=3 SV=1
GO:0016462	CYTH domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G008660 PE=4 SV=1
GO:0000139	S-acyltransferase OS=Cucumis sativus OX=3659 GN=Csa_2G008680 PE=3 SV=1
GO:0031593	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G008690 PE=4 SV=1
GO:0046872	DDE Tnp4 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G008700 PE=3 SV=1
GO:0005737	Apolipoprotein d OS=Cucumis sativus OX=3659 GN=Csa_2G008710 PE=3 SV=1
GO:0004185	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G008720 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G008730 PE=4 SV=1
GO:0005634	Response regulatory domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G008740 PE=3 SV=1
GO:0016787	Metallophos domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G008750 PE=4 SV=1
GO:0005576	Glyco_18 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G008760 PE=4 SV=1
GO:0009507	ATP:AMP phosphotransferase OS=Cucumis sativus OX=3659 GN=Csa_2G008770 PE=3 SV=1
GO:0008289	START domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009280 PE=3 SV=1
GO:0016020	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009290 PE=3 SV=1
GO:0000347	DNA helicase OS=Cucumis sativus OX=3659 GN=Csa_2G009300 PE=3 SV=1
GO:0005886	Plasma membrane ATPase OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold329G00550 PE=3 SV=1
GO:0000139	Transmembrane 9 superfamily member OS=Cucumis sativus OX=3659 GN=Csa_2G009320 PE=3 SV=1
GO:0009507	PPIase cyclophilin-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009340 PE=4 SV=1
GO:0005783	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009360 PE=4 SV=1
GO:0005829	Tr-type G domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009370 PE=3 SV=1
GO:0017018	Protein-serine/threonine phosphatase OS=Cucumis sativus OX=3659 GN=Csa_2G009380 PE=3 SV=1
GO:0071818	Ubiquitin-like domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009390 PE=4 SV=1
GO:0009507	Methyltransf_11 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009410 PE=4 SV=1
GO:0005886	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G009430 PE=4 SV=1
GO:0005758	Calcium ion binding protein OS=Cucumis sativus OX=3659 GN=Csa_2G009450 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G009460 PE=4 SV=1
GO:0008886	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase isoform X1 OS=Cucurbita moschata OX=3662 GN=LOC111444104 PE=3 SV=1
GO:0005634	BHLH domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009480 PE=4 SV=1
GO:0004674	Non-specific serine/threonine protein kinase OS=Cucumis sativus OX=3659 GN=Csa_2G009490 PE=3 SV=1
GO:0005789	Reticulon-like protein OS=Cucumis sativus OX=3659 GN=Csa_2G009500 PE=4 SV=1
GO:0031298	CCHC-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009510 PE=3 SV=1
GO:0009317	Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Cucumis sativus OX=3659 GN=Csa_2G009520 PE=4 SV=1
GO:0005794	Prolyl endopeptidase OS=Cucumis sativus OX=3659 GN=Csa_2G009530 PE=3 SV=1
GO:0005829	Beta_elim_lyase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009560 PE=3 SV=1
GO:0005634	ASCH domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G009570 PE=4 SV=1
GO:0005634	c-Myc-binding protein homolog OS=Cucumis melo OX=3656 GN=LOC103496370 PE=3 SV=1
GO:0005634	AT-hook motif nuclear-localized protein OS=Cucumis melo OX=3656 GN=LOC103496356 PE=4 SV=1
GO:0005789	Methyltransferase-like protein OS=Cucumis sativus OX=3659 GN=Csa_2G009600 PE=3 SV=1
GO:0005789	probable prolyl 4-hydroxylase 3 OS=Cucumis melo OX=3656 GN=LOC103496316 PE=4 SV=1
GO:0005789	probable prolyl 4-hydroxylase 3 isoform X2 OS=Cucumis melo OX=3656 GN=LOC103496331 PE=4 SV=1
GO:0005634	AT-hook motif nuclear-localized protein OS=Cucumis sativus OX=3659 GN=Csa_2G010120 PE=4 SV=1
GO:0005737	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G010140 PE=3 SV=1
GO:0005634	SSXT domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G010170 PE=3 SV=1
GO:0016020	GTD-binding domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G010190 PE=4 SV=1
GO:0005886	ANK_REP_REGION domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G010200 PE=4 SV=1
GO:0005886	ANK_REP_REGION domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G010210 PE=4 SV=1
GO:0005634	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G010230 PE=4 SV=1
GO:0000786	H15 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G010270 PE=3 SV=1
GO:0005886	Receptor-like protein kinase ANXUR2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold456G001590 PE=4 SV=1
GO:0005783	PRA1 family protein OS=Cucumis sativus OX=3659 GN=Csa_2G010300 PE=3 SV=1
GO:0005737	Prefoldin subunit 4 OS=Cucumis sativus OX=3659 GN=Csa_2G010310 PE=3 SV=1
GO:0004842	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G010320 PE=4 SV=1
GO:0042549	PSII 6.1 kDa protein OS=Cucumis sativus OX=3659 GN=Csa_2G010330 PE=3 SV=1
GO:0004540	Pathogenesis-related protein PR-4-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold456G001530 PE=4 SV=1
GO:0016020	Barwin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G010370 PE=4 SV=1
GO:0004540	Barwin domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G010380 PE=4 SV=1
GO:0005886	equilibrative nucleotide transporter 1-like OS=Cucumis melo OX=3656 GN=LOC103496065 PE=3 SV=1
GO:0005634	Auxin-responsive protein OS=Cucumis sativus OX=3659 GN=Csa_2G010920 PE=3 SV=1
GO:0016592	Mediator of RNA polymerase II transcription subunit 14 OS=Cucumis sativus OX=3659 GN=Csa_2G011430 PE=3 SV=1
GO:0043231	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G011440 PE=4 SV=1
GO:0005634	BZIP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G011450 PE=3 SV=1
GO:0047918	Epimerase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G011460 PE=3 SV=1
GO:0005509	EF-hand domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G011470 PE=4 SV=1
GO:0005509	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G011480 PE=4 SV=1
GO:0016747	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G011500 PE=3 SV=1
GO:0005634	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Cucumis sativus OX=3659 GN=Csa_2G011510 PE=4 SV=1
GO:0004751	Ribose-5-phosphate isomerase OS=Cucumis sativus OX=3659 GN=Csa_2G011530 PE=3 SV=1
GO:0005516	DUF4005 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G011550 PE=4 SV=1
GO:0004674	Serine/threonine-protein kinase Nek2-like isoform X1 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold456G001300 PE=4 SV=1
GO:0072546	ER membrane protein complex subunit 2 OS=Cucumis sativus OX=3659 GN=Csa_2G011580 PE=3 SV=1
GO:0005524	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G011610 PE=4 SV=1
GO:0009507	Rubredoxin-like domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G012140 PE=4 SV=1
GO:0005634	5'-3' exoribonuclease OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold456G001200 PE=3 SV=1
GO:0005737	Cysteine synthase OS=Cucumis sativus OX=3659 GN=Csa_2G012660 PE=3 SV=1
GO:0005524	RPW8 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G012670 PE=3 SV=1
GO:0043130	WD_REPEATS_REGION domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G012680 PE=3 SV=1
GO:0010150	acyltransferase-like protein At1g54570, chloroplastic OS=Cucumis melo OX=3656 GN=LOC103495788 PE=4 SV=1
GO:0005730	Nop domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G012710 PE=3 SV=1
GO:0000307	probable serine/threonine-protein kinase At1g54610 OS=Cucumis melo OX=3656 GN=LOC103495773 PE=4 SV=1
GO:0005634	Xpo1 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G012730 PE=4 SV=1
GO:0005829	eIF-2B GDP-GTP exchange factor subunit epsilon OS=Cucumis sativus OX=3659 GN=Csa_2G013230 PE=3 SV=1
GO:0071013	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G013240 PE=4 SV=1
GO:0005615	Superoxide dismutase
GO:0003729	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G013260 PE=4 SV=1
GO:0031177	Acyl carrier protein OS=Cucumis melo var. makuwa OX=1194695 GN=E6C27_scaffold329G001580 PE=3 SV=1
GO:0005789	MSP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G013300 PE=4 SV=1
GO:0005789	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G013310 PE=3 SV=1
GO:0005789	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G013320 PE=4 SV=1
GO:0003676	NB-ARC domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G014830 PE=4 SV=1
GO:0110165	cingulin OS=Cucumis melo OX=3656 GN=LOC103495485 PE=4 SV=1
GO:0004674	Receptor-like cytosolic serine/threonine-protein kinase RBK2 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold456G00720 PE=4 SV=1
GO:0043531	TIR domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G020870 PE=4 SV=1
GO:0016020	TPM_phosphatase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G020910 PE=4 SV=1
GO:0016788	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G020920 PE=3 SV=1
GO:0005681	Pre-mRNA-splicing factor SLU7 OS=Cucumis sativus OX=3659 GN=Csa_2G020930 PE=3 SV=1
GO:0016788	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G020960 PE=3 SV=1
GO:0016788	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G020970 PE=3 SV=1
GO:0005829	FAM86 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G020980 PE=3 SV=1
GO:0005829	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G020990 PE=4 SV=1
GO:0004866	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G021000 PE=3 SV=1
GO:0004866	Miraculin-like OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold456G00520 PE=3 SV=1
GO:0016020	TIR domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G021510 PE=4 SV=1
GO:0016020	TIR-CC-NBS-AAA+ATPase class resistance protein OS=Cucumis sativus OX=3659 PE=4 SV=1
GO:0005634	Helix-loop-helix-like protein OS=Cucumis sativus OX=3659 GN=Csa_2G021550 PE=4 SV=1
GO:0016020	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G021560 PE=4 SV=1
GO:0005787	Signal peptidase complex subunit 3 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold456G00390 PE=3 SV=1
GO:0005634	SHSP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G021580 PE=3 SV=1
GO:0005634	SHSP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G021590 PE=3 SV=1
GO:0005739	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G021600 PE=4 SV=1
GO:0016874	RING-type domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G021620 PE=4 SV=1
GO:0005829	Mevalonate kinase OS=Cucumis sativus OX=3659 GN=Csa_2G021630 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G021650 PE=4 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G021670 PE=4 SV=1
GO:0005778	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G021690 PE=3 SV=1
GO:0005741	Mitochondrial Rho GTPase OS=Cucumis sativus OX=3659 GN=Csa_2G021700 PE=3 SV=1
GO:0016887	Putative TIR-NBS class protein OS=Cucumis sativus OX=3659 PE=4 SV=1
GO:0016020	Cyclin OS=Cucumis sativus OX=3659 GN=Csa_2G021730 PE=3 SV=1
GO:0016020	Hexosyltransferase OS=Cucumis sativus OX=3659 GN=Csa_2G021740 PE=3 SV=1
GO:0004672	Protein kinase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G021750 PE=4 SV=1
GO:0005875	Microtubule-binding protein TANGLED OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold456G00190 PE=4 SV=1
GO:0005871	Kinesin-like protein OS=Cucumis sativus OX=3659 GN=Csa_2G022260 PE=3 SV=1
GO:0005737	DUF1995 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G022800 PE=4 SV=1
GO:0043231	DYW_deaminase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G022820 PE=3 SV=1
GO:0070006	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G022830 PE=3 SV=1
GO:0005737	LysM domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G022840 PE=4 SV=1
GO:0005737	Lipoxygenase OS=Cucumis melo OX=3656 GN=LOC103494917 PE=3 SV=1
GO:0005737	Lipoxygenase OS=Cannabis sativa OX=3483 GN=G4B88_008967 PE=3 SV=1
GO:0003677	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G030020 PE=4 SV=1
GO:0009535	PsbP domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G030040 PE=4 SV=1
GO:0000118	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G030050 PE=4 SV=1
GO:0005829	ACB domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G030060 PE=3 SV=1
GO:0110165	C2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G030090 PE=4 SV=1
GO:0006952	C2 domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G030590 PE=4 SV=1
GO:0004252	PDZ domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G030600 PE=3 SV=1
GO:0000775	Histone H2A OS=Cucumis sativus OX=3659 GN=Csa_2G030610 PE=3 SV=1
GO:0005634	ATP-dependent DNA helicase OS=Cucumis sativus OX=3659 GN=Csa_2G030620 PE=3 SV=1
GO:0046872	HMA domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G030630 PE=4 SV=1
GO:0030896	cell cycle checkpoint control protein RAD9A isoform X1 OS=Cucumis melo OX=3656 GN=LOC103494672 PE=3 SV=1
GO:0005576	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G031140 PE=3 SV=1
GO:0009368	ATP-dependent Clp protease proteolytic subunit OS=Cucumis sativus OX=3659 GN=Csa_2G031150 PE=3 SV=1
GO:0005886	Bidirectional sugar transporter SWEET OS=Cucumis melo OX=3656 GN=LOC103494634 PE=3 SV=1
GO:0005634	Serine/threonine-protein phosphatase OS=Cucumis sativus OX=3659 GN=Csa_2G031170 PE=3 SV=1
GO:0016020	Folate_rec domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G031180 PE=4 SV=1
GO:0016788	Uncharacterized protein OS=Solanum lycopersicum OX=4081 PE=3 SV=1
GO:0016020	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G031710 PE=4 SV=1
GO:0022625	Ribosomal_L18e/L15P domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G032220 PE=3 SV=1
GO:0009507	TPR_REGION domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G032740 PE=4 SV=1
GO:0005886	Phospholipase OS=Cucumis sativus OX=3659 GN=Csa_2G032750 PE=3 SV=1
GO:0004722	PPM-type phosphatase domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G033260 PE=4 SV=1
GO:0006355	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G033270 PE=4 SV=1
GO:0016020	GUB_WAK_bind domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G033280 PE=4 SV=1
GO:0016020	Pre-mRNA-splicing factor 38 OS=Cucumis melo var. makuwa OX=1194695 GN=E5676_scaffold546G001340 PE=3 SV=1
GO:0005794	t-SNARE coiled-coil homology domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_2G033310 PE=3 SV=1
GO:0005634	Importin subunit alpha OS=Cucumis sativus OX=3659 GN=Csa_2G033320 PE=3 SV=1
